neighborhood_manhattan,neighborhood_brooklyn,neighborhood_bronx,neighborhood_queens,neighborhood_staten_island,room_type_private,room_type_entire,room_type_shared,expensive,number_of_reviews,reviews_per_month,calculated_host_listings_count,price
0,0,0,1,0,0,1,0,0,10,0.41,1,70.0
1,0,0,0,0,0,1,0,1,143,5.77,3,179.0
0,0,0,1,0,1,0,0,0,41,1.68,1,45.0
0,1,0,0,0,0,1,0,0,6,0.25,1,95.0
1,0,0,0,0,1,0,0,1,0,0.0,1,120.0
0,1,0,0,0,0,1,0,1,11,0.44,1,450.0
1,0,0,0,0,0,1,0,1,20,0.97,1,140.0
1,0,0,0,0,1,0,0,0,21,0.91,2,89.0
0,0,0,1,0,0,1,0,0,7,0.28,1,88.0
0,1,0,0,0,1,0,0,0,124,5.02,1,55.0
1,0,0,0,0,1,0,0,0,1,0.04,1,50.0
1,0,0,0,0,1,0,0,0,55,2.23,1,95.0
0,1,0,0,0,0,1,0,1,65,2.67,1,124.0
1,0,0,0,0,0,1,0,1,0,0.0,1,180.0
0,1,0,0,0,0,1,0,1,82,3.3,7,165.0
0,1,0,0,0,0,1,0,0,0,0.0,1,102.0
1,0,0,0,0,1,0,0,0,1,0.04,1,100.0
1,0,0,0,0,1,0,0,0,55,2.24,1,88.0
1,0,0,0,0,0,1,0,1,7,0.29,1,200.0
1,0,0,0,0,0,1,0,1,86,3.68,1,127.0
0,1,0,0,0,0,1,0,1,73,2.98,2,133.0
0,1,0,0,0,1,0,0,0,0,0.0,1,49.0
1,0,0,0,0,1,0,0,0,4,0.17,1,35.0
0,1,0,0,0,1,0,0,0,63,2.53,2,69.0
0,1,0,0,0,0,1,0,1,10,0.43,1,250.0
0,1,0,0,0,1,0,0,0,5,0.25,1,35.0
1,0,0,0,0,0,1,0,1,2,0.08,1,375.0
1,0,0,0,0,0,1,0,1,10,0.41,1,135.0
1,0,0,0,0,0,1,0,1,1,0.06,50,175.0
1,0,0,0,0,0,1,0,1,1,0.06,50,175.0
0,1,0,0,0,1,0,0,0,12,0.51,1,60.0
1,0,0,0,0,0,1,0,1,0,0.0,1,125.0
1,0,0,0,0,1,0,0,1,1,0.05,2,140.0
0,1,0,0,0,1,0,0,0,31,1.26,2,80.0
0,1,0,0,0,0,1,0,1,6,0.24,1,160.0
0,1,0,0,0,1,0,0,0,3,0.12,2,70.0
1,0,0,0,0,0,1,0,1,42,2.13,2,145.0
1,0,0,0,0,0,1,0,1,54,2.22,1,225.0
0,1,0,0,0,1,0,0,0,4,0.16,1,68.0
0,1,0,0,0,1,0,0,0,8,0.32,1,90.0
1,0,0,0,0,0,1,0,0,12,0.5,1,102.0
0,1,0,0,0,0,0,1,0,4,0.18,1,60.0
1,0,0,0,0,0,1,0,1,0,0.0,1,400.0
0,0,0,1,0,1,0,0,0,12,0.49,11,49.0
0,1,0,0,0,1,0,0,0,3,0.12,1,70.0
1,0,0,0,0,0,1,0,1,3,0.17,6,150.0
1,0,0,0,0,0,1,0,1,6,0.25,1,119.0
1,0,0,0,0,0,0,1,0,2,0.08,1,10.0
0,1,0,0,0,0,1,0,1,14,0.6,1,375.0
1,0,0,0,0,0,1,0,1,2,0.08,1,175.0
1,0,0,0,0,0,1,0,1,1,0.07,1,132.0
1,0,0,0,0,0,1,0,1,1,0.04,1,200.0
1,0,0,0,0,0,1,0,1,5,0.26,50,150.0
0,1,0,0,0,1,0,0,0,2,0.08,1,45.0
0,0,0,1,0,0,1,0,1,16,0.81,1,150.0
0,1,0,0,0,1,0,0,0,0,0.0,1,55.0
0,1,0,0,0,1,0,0,0,3,0.23,2,60.0
1,0,0,0,0,0,1,0,1,52,2.1,1,250.0
0,1,0,0,0,1,0,0,0,86,3.48,2,36.0
0,0,0,1,0,1,0,0,0,0,0.0,1,59.0
0,1,0,0,0,1,0,0,0,0,0.0,1,39.0
1,0,0,0,0,0,1,0,1,5,0.22,20,130.0
1,0,0,0,0,0,1,0,0,4,0.18,1,99.0
0,0,1,0,0,1,0,0,0,85,3.43,1,50.0
0,1,0,0,0,0,1,0,1,4,0.16,1,155.0
0,0,0,1,0,1,0,0,1,8,0.36,1,166.0
0,0,0,1,0,1,0,0,0,16,0.65,1,40.0
0,0,0,1,0,1,0,0,1,17,0.7,2,135.0
0,1,0,0,0,1,0,0,0,0,0.0,1,40.0
0,1,0,0,0,0,1,0,1,14,0.58,1,140.0
1,0,0,0,0,0,1,0,1,3,0.12,1,120.0
0,1,0,0,0,0,0,1,0,1,0.04,3,37.0
0,1,0,0,0,1,0,0,0,1,0.15,1,50.0
1,0,0,0,0,1,0,0,0,1,0.04,2,103.0
1,0,0,0,0,1,0,0,1,1,0.04,2,125.0
0,0,0,1,0,0,1,0,1,82,3.31,6,120.0
0,1,0,0,0,1,0,0,0,18,0.75,2,65.0
0,0,0,1,0,0,1,0,0,272,11.56,1,79.0
1,0,0,0,0,0,1,0,1,7,0.3,1,189.0
0,0,0,1,0,0,1,0,1,62,3.01,1,250.0
1,0,0,0,0,1,0,0,0,51,2.11,1,100.0
1,0,0,0,0,0,1,0,0,24,0.97,1,105.0
1,0,0,0,0,1,0,0,0,11,0.45,1,36.0
0,1,0,0,0,1,0,0,0,0,0.0,1,45.0
0,1,0,0,0,1,0,0,0,0,0.0,1,70.0
1,0,0,0,0,1,0,0,0,49,1.98,1,99.0
0,1,0,0,0,0,1,0,0,70,2.9,2,95.0
1,0,0,0,0,1,0,0,0,53,2.48,1,48.0
0,1,0,0,0,0,1,0,1,6,0.25,1,126.0
1,0,0,0,0,1,0,0,1,79,3.32,1,135.0
1,0,0,0,0,1,0,0,0,10,0.42,1,100.0
0,1,0,0,0,0,1,0,1,4,0.16,1,126.0
1,0,0,0,0,0,1,0,1,10,0.54,2,150.0
1,0,0,0,0,1,0,0,0,40,1.63,1,49.0
0,1,0,0,0,0,1,0,0,29,1.26,9,88.0
0,1,0,0,0,0,1,0,1,19,0.78,1,139.0
1,0,0,0,0,1,0,0,0,2,0.08,1,65.0
0,1,0,0,0,1,0,0,0,4,0.17,3,40.0
1,0,0,0,0,0,1,0,1,5,0.21,1,250.0
0,0,0,1,0,1,0,0,0,2,0.08,18,93.0
0,1,0,0,0,0,1,0,1,137,5.78,1,125.0
0,0,0,1,0,0,1,0,0,55,2.48,1,85.0
0,1,0,0,0,0,1,0,1,7,0.3,1,210.0
1,0,0,0,0,1,0,0,0,25,1.1,2,60.0
1,0,0,0,0,1,0,0,0,0,0.0,1,100.0
0,0,0,1,0,0,1,0,1,9,0.39,6,278.0
0,0,0,1,0,1,0,0,0,1,0.04,6,75.0
0,0,1,0,0,0,1,0,0,1,0.08,1,85.0
0,0,0,1,0,1,0,0,0,0,0.0,1,99.0
0,1,0,0,0,1,0,0,0,5,0.22,1,35.0
0,1,0,0,0,1,0,0,0,11,0.47,3,60.0
0,1,0,0,0,0,1,0,1,9,0.37,1,225.0
0,1,0,0,0,0,1,0,1,0,0.0,1,112.0
1,0,0,0,0,0,1,0,1,23,1.1,1,250.0
0,1,0,0,0,0,1,0,0,16,0.65,2,60.0
0,1,0,0,0,1,0,0,0,47,1.92,1,62.0
0,0,0,1,0,1,0,0,0,0,0.0,6,99.0
1,0,0,0,0,0,1,0,1,22,0.91,1,250.0
0,1,0,0,0,0,1,0,1,7,0.38,1,150.0
0,1,0,0,0,0,1,0,1,42,1.91,1,180.0
1,0,0,0,0,0,1,0,1,7,0.3,33,265.0
1,0,0,0,0,0,1,0,1,3,0.13,1,173.0
0,0,0,1,0,1,0,0,0,1,0.04,2,60.0
1,0,0,0,0,1,0,0,0,29,1.22,1,85.0
1,0,0,0,0,0,1,0,1,4,0.16,1,150.0
1,0,0,0,0,0,1,0,1,15,0.63,1,250.0
1,0,0,0,0,1,0,0,0,19,0.78,1,28.0
0,0,0,1,0,1,0,0,0,3,0.13,1,60.0
0,1,0,0,0,1,0,0,0,29,1.17,4,25.0
0,1,0,0,0,0,1,0,1,61,2.52,1,256.0
1,0,0,0,0,1,0,0,0,11,0.45,1,70.0
0,1,0,0,0,0,1,0,0,1,0.04,1,70.0
0,1,0,0,0,0,1,0,0,0,0.0,3,105.0
1,0,0,0,0,1,0,0,0,6,0.24,1,65.0
0,1,0,0,0,1,0,0,0,0,0.0,1,40.0
0,0,0,1,0,0,1,0,0,0,0.0,1,85.0
1,0,0,0,0,1,0,0,0,6,0.26,1,72.0
1,0,0,0,0,0,0,1,0,2,0.12,1,40.0
0,1,0,0,0,1,0,0,0,5,0.36,1,80.0
1,0,0,0,0,0,1,0,1,7,0.31,1,230.0
1,0,0,0,0,0,1,0,1,4,0.17,2,119.0
0,1,0,0,0,0,1,0,1,107,4.4,3,389.0
1,0,0,0,0,0,1,0,1,4,0.16,1,180.0
0,1,0,0,0,1,0,0,0,3,0.12,1,40.0
1,0,0,0,0,0,1,0,1,0,0.0,1,300.0
1,0,0,0,0,1,0,0,1,23,1.02,2,135.0
1,0,0,0,0,0,1,0,1,1,0.04,1,139.0
1,0,0,0,0,0,0,1,0,21,0.86,1,50.0
1,0,0,0,0,1,0,0,0,17,0.69,1,54.0
1,0,0,0,0,1,0,0,0,0,0.0,1,38.0
1,0,0,0,0,1,0,0,0,83,3.36,3,99.0
1,0,0,0,0,1,0,0,0,73,2.96,3,99.0
1,0,0,0,0,1,0,0,0,93,3.9,2,82.0
0,0,0,1,0,0,1,0,0,0,0.0,1,65.0
0,1,0,0,0,1,0,0,0,130,5.25,4,65.0
1,0,0,0,0,0,1,0,1,5,0.55,1,225.0
0,1,0,0,0,1,0,0,0,0,0.0,1,75.0
0,1,0,0,0,0,1,0,1,37,1.56,1,120.0
1,0,0,0,0,1,0,0,1,4,0.18,1,165.0
1,0,0,0,0,1,0,0,1,9,0.37,2,149.0
0,1,0,0,0,1,0,0,0,0,0.0,1,52.0
0,0,0,1,0,0,1,0,1,17,0.73,1,248.0
0,1,0,0,0,1,0,0,0,2,0.08,1,44.0
0,1,0,0,0,0,1,0,1,48,1.96,1,150.0
0,1,0,0,0,1,0,0,0,27,1.12,2,89.0
1,0,0,0,0,0,1,0,1,0,0.0,1,350.0
0,0,0,1,0,1,0,0,1,127,5.37,1,900.0
1,0,0,0,0,0,1,0,1,15,0.65,1,275.0
0,1,0,0,0,0,1,0,1,11,0.46,1,200.0
0,1,0,0,0,0,1,0,1,5,0.22,1,115.0
0,1,0,0,0,1,0,0,0,2,0.08,1,100.0
0,0,0,0,1,0,1,0,0,61,2.6,1,91.0
1,0,0,0,0,0,1,0,1,33,1.36,1,200.0
0,1,0,0,0,1,0,0,0,1,0.04,2,39.0
0,1,0,0,0,0,1,0,1,6,0.58,2,275.0
0,1,0,0,0,1,0,0,0,0,0.0,2,70.0
0,1,0,0,0,1,0,0,0,24,0.99,1,50.0
0,1,0,0,0,1,0,0,0,4,0.19,1,79.0
0,1,0,0,0,1,0,0,0,28,4.35,1,80.0
0,0,1,0,0,0,1,0,1,4,0.19,7,127.0
1,0,0,0,0,0,1,0,1,58,2.49,1,110.0
0,1,0,0,0,0,1,0,1,4,0.19,1,167.0
1,0,0,0,0,0,1,0,1,9,0.37,1,145.0
0,1,0,0,0,0,1,0,1,81,3.39,1,174.0
0,0,0,1,0,0,1,0,1,1,0.04,1,119.0
0,0,1,0,0,1,0,0,0,8,0.67,1,62.0
0,1,0,0,0,1,0,0,0,0,0.0,1,65.0
0,0,0,1,0,1,0,0,0,32,2.03,4,60.0
0,1,0,0,0,1,0,0,0,1,0.12,1,50.0
0,1,0,0,0,0,1,0,1,70,2.9,1,139.0
0,1,0,0,0,0,1,0,1,7,0.31,3,200.0
1,0,0,0,0,0,1,0,1,0,0.0,2,130.0
0,1,0,0,0,1,0,0,0,5,0.23,2,43.0
0,1,0,0,0,0,1,0,0,1,0.04,1,80.0
1,0,0,0,0,0,1,0,1,5,0.2,1,180.0
0,1,0,0,0,1,0,0,0,90,3.72,12,54.0
1,0,0,0,0,1,0,0,0,17,0.74,1,75.0
1,0,0,0,0,0,1,0,1,0,0.0,2,176.0
0,1,0,0,0,1,0,0,0,0,0.0,1,49.0
1,0,0,0,0,0,1,0,1,7,0.29,1,200.0
0,1,0,0,0,0,1,0,0,33,1.4,1,95.0
1,0,0,0,0,1,0,0,0,35,1.44,1,80.0
0,1,0,0,0,1,0,0,0,66,2.68,12,63.0
0,1,0,0,0,0,0,1,0,2,0.09,4,32.0
0,1,0,0,0,0,0,1,0,1,0.09,4,32.0
0,0,0,1,0,0,1,0,1,104,4.29,1,275.0
0,1,0,0,0,0,1,0,0,2,0.19,1,70.0
1,0,0,0,0,1,0,0,0,117,4.74,4,70.0
1,0,0,0,0,0,1,0,1,1,0.58,1,400.0
1,0,0,0,0,0,1,0,0,2,0.08,1,100.0
1,0,0,0,0,0,1,0,1,0,0.0,1,125.0
0,1,0,0,0,1,0,0,0,8,0.33,1,100.0
1,0,0,0,0,0,1,0,1,0,0.0,49,220.0
0,1,0,0,0,1,0,0,0,1,0.04,1,36.0
0,0,0,1,0,1,0,0,0,0,0.0,1,100.0
1,0,0,0,0,0,1,0,1,4,0.16,1,175.0
0,0,0,1,0,0,1,0,0,185,7.64,2,93.0
0,0,0,1,0,1,0,0,1,29,1.19,2,150.0
0,1,0,0,0,0,1,0,0,0,0.0,1,85.0
1,0,0,0,0,0,1,0,1,10,0.44,1,499.0
1,0,0,0,0,1,0,0,0,0,0.0,1,60.0
1,0,0,0,0,0,1,0,1,11,0.45,1,175.0
1,0,0,0,0,1,0,0,1,18,0.73,2,129.0
0,1,0,0,0,0,1,0,1,75,3.49,2,225.0
1,0,0,0,0,0,1,0,0,2,0.09,1,68.0
1,0,0,0,0,0,1,0,1,23,0.95,1,250.0
0,0,0,1,0,0,1,0,0,23,0.96,1,49.0
0,1,0,0,0,1,0,0,0,0,0.0,3,77.0
0,1,0,0,0,0,1,0,1,6,0.25,1,400.0
1,0,0,0,0,1,0,0,0,4,0.16,1,80.0
0,1,0,0,0,1,0,0,1,0,0.0,1,340.0
0,1,0,0,0,0,1,0,1,134,5.55,1,135.0
1,0,0,0,0,0,1,0,1,128,5.28,1,220.0
1,0,0,0,0,0,1,0,1,17,0.91,1,2500.0
1,0,0,0,0,1,0,0,0,101,4.13,4,60.0
1,0,0,0,0,1,0,0,1,0,0.0,1,300.0
0,0,0,1,0,1,0,0,0,0,0.0,1,100.0
1,0,0,0,0,1,0,0,0,16,0.68,6,50.0
1,0,0,0,0,0,1,0,1,1,0.05,50,175.0
1,0,0,0,0,1,0,0,1,2,0.21,1,140.0
0,1,0,0,0,1,0,0,0,0,0.0,1,90.0
0,0,0,1,0,1,0,0,0,70,2.86,4,54.0
0,1,0,0,0,0,1,0,0,11,0.53,1,91.0
0,1,0,0,0,1,0,0,0,0,0.0,1,99.0
0,1,0,0,0,0,1,0,1,83,3.51,3,200.0
1,0,0,0,0,1,0,0,0,129,5.39,1,70.0
1,0,0,0,0,1,0,0,0,36,1.49,1,77.0
1,0,0,0,0,0,1,0,0,2,0.15,1,100.0
0,1,0,0,0,1,0,0,0,0,0.0,1,67.0
0,1,0,0,0,1,0,0,0,2,0.08,2,70.0
0,1,0,0,0,0,1,0,1,31,1.27,1,250.0
1,0,0,0,0,0,1,0,1,4,0.29,1,175.0
1,0,0,0,0,1,0,0,0,25,1.05,1,106.0
0,1,0,0,0,1,0,0,0,2,0.08,1,49.0
0,1,0,0,0,0,1,0,1,9,0.38,1,200.0
0,1,0,0,0,0,1,0,0,5,0.21,1,100.0
1,0,0,0,0,0,1,0,1,6,0.58,6,150.0
1,0,0,0,0,0,1,0,1,0,0.0,1,140.0
0,1,0,0,0,0,1,0,1,0,0.0,1,125.0
0,1,0,0,0,1,0,0,0,6,0.25,1,45.0
0,1,0,0,0,1,0,0,0,14,0.59,5,58.0
1,0,0,0,0,1,0,0,0,65,2.69,1,94.0
0,0,0,1,0,1,0,0,0,4,0.17,1,75.0
0,1,0,0,0,0,1,0,0,2,0.09,3,95.0
1,0,0,0,0,1,0,0,0,62,2.58,2,79.0
1,0,0,0,0,0,1,0,1,0,0.0,1,145.0
0,1,0,0,0,1,0,0,0,0,0.0,26,50.0
0,0,0,1,0,1,0,0,0,1,0.04,1,40.0
0,1,0,0,0,0,0,1,0,83,3.42,1,34.0
0,1,0,0,0,1,0,0,0,1,0.04,1,45.0
0,1,0,0,0,1,0,0,0,3,0.12,1,32.0
1,0,0,0,0,0,1,0,1,1,0.57,6,190.0
0,0,0,1,0,0,1,0,1,20,0.89,7,138.0
0,0,1,0,0,1,0,0,0,13,0.57,1,75.0
0,0,0,1,0,1,0,0,1,23,1.03,1,110.0
0,1,0,0,0,0,1,0,1,130,5.3,1,264.0
1,0,0,0,0,1,0,0,1,14,0.62,1,120.0
0,0,0,1,0,0,1,0,1,30,1.34,7,298.0
0,0,0,1,0,0,1,0,1,50,2.27,7,150.0
0,0,0,1,0,0,1,0,1,48,2.11,7,398.0
0,0,0,1,0,0,1,0,1,101,4.12,1,155.0
1,0,0,0,0,1,0,0,1,0,0.0,1,157.0
1,0,0,0,0,0,1,0,1,5,0.34,6,120.0
0,0,1,0,0,1,0,0,0,1,0.04,1,29.0
1,0,0,0,0,0,1,0,1,7,0.3,1,160.0
0,0,0,1,0,0,1,0,1,21,1.07,1,150.0
0,1,0,0,0,0,1,0,0,68,2.81,4,100.0
1,0,0,0,0,0,1,0,1,5,0.27,1,150.0
1,0,0,0,0,1,0,0,1,0,0.0,2,160.0
0,1,0,0,0,1,0,0,0,0,0.0,1,45.0
0,1,0,0,0,1,0,0,0,13,0.54,1,85.0
1,0,0,0,0,1,0,0,0,2,0.08,1,85.0
0,1,0,0,0,0,1,0,0,0,0.0,1,100.0
1,0,0,0,0,1,0,0,0,1,0.06,1,45.0
1,0,0,0,0,0,1,0,1,0,0.0,1,250.0
1,0,0,0,0,1,0,0,1,3,0.13,2,165.0
0,1,0,0,0,1,0,0,0,64,3.13,12,64.0
0,0,0,1,0,1,0,0,0,22,0.99,2,60.0
1,0,0,0,0,1,0,0,0,2,0.08,1,101.0
1,0,0,0,0,1,0,0,0,3,0.12,1,50.0
0,1,0,0,0,1,0,0,0,0,0.0,1,55.0
0,1,0,0,0,1,0,0,0,45,3.61,1,100.0
0,1,0,0,0,0,1,0,1,0,0.0,1,200.0
0,1,0,0,0,1,0,0,0,88,3.59,12,53.0
0,1,0,0,0,1,0,0,0,4,0.16,1,44.0
1,0,0,0,0,1,0,0,0,4,0.17,1,90.0
1,0,0,0,0,1,0,0,0,0,0.0,1,105.0
0,1,0,0,0,0,1,0,1,74,3.08,2,215.0
0,1,0,0,0,0,1,0,1,68,2.85,2,150.0
1,0,0,0,0,0,1,0,1,3,0.12,1,150.0
0,0,0,1,0,0,1,0,0,0,0.0,1,99.0
1,0,0,0,0,0,1,0,1,76,3.27,2,325.0
1,0,0,0,0,0,1,0,1,4,0.16,1,155.0
0,1,0,0,0,0,1,0,0,74,3.13,1,100.0
0,1,0,0,0,0,1,0,1,4,0.36,2,115.0
0,1,0,0,0,0,0,1,0,44,1.8,1,59.0
0,1,0,0,0,0,1,0,1,0,0.0,1,275.0
0,1,0,0,0,0,1,0,1,3,0.14,1,110.0
0,0,0,1,0,0,1,0,1,4,0.17,1,150.0
1,0,0,0,0,1,0,0,0,44,1.91,3,75.0
1,0,0,0,0,1,0,0,0,12,0.5,1,100.0
1,0,0,0,0,1,0,0,1,8,0.35,2,175.0
0,1,0,0,0,1,0,0,0,50,2.07,1,90.0
0,1,0,0,0,0,1,0,1,0,0.0,1,250.0
0,0,0,1,0,0,1,0,1,85,3.52,1,150.0
1,0,0,0,0,0,1,0,1,2,0.09,1,148.0
0,1,0,0,0,0,1,0,0,107,4.37,1,100.0
0,0,0,1,0,0,1,0,1,85,3.52,1,188.0
0,1,0,0,0,1,0,0,0,4,0.34,1,43.0
1,0,0,0,0,1,0,0,1,82,3.38,5,110.0
1,0,0,0,0,0,1,0,1,0,0.0,1,200.0
1,0,0,0,0,0,1,0,1,10,0.43,1,200.0
1,0,0,0,0,1,0,0,1,31,1.31,2,120.0
0,1,0,0,0,1,0,0,0,0,0.0,1,51.0
0,1,0,0,0,1,0,0,0,1,0.06,1,42.0
0,1,0,0,0,1,0,0,0,4,0.16,1,60.0
1,0,0,0,0,0,0,1,1,0,0.0,1,250.0
0,0,0,0,1,1,0,0,0,36,1.6,7,40.0
0,0,0,1,0,0,1,0,1,4,0.17,1,140.0
1,0,0,0,0,0,1,0,1,28,1.22,1,116.0
1,0,0,0,0,0,1,0,1,0,0.0,1,215.0
0,1,0,0,0,0,1,0,1,3,0.12,1,181.0
1,0,0,0,0,1,0,0,0,9,0.37,1,70.0
0,1,0,0,0,0,1,0,1,80,3.58,6,169.0
0,0,0,1,0,0,1,0,0,60,2.49,2,105.0
1,0,0,0,0,1,0,0,0,8,0.33,1,55.0
1,0,0,0,0,0,1,0,1,25,1.16,1,163.0
0,0,0,1,0,1,0,0,0,5,0.23,1,75.0
0,1,0,0,0,0,1,0,1,67,2.98,2,225.0
1,0,0,0,0,1,0,0,1,1,0.06,1,110.0
0,1,0,0,0,1,0,0,0,51,2.1,1,29.0
0,1,0,0,0,1,0,0,0,15,0.67,2,55.0
1,0,0,0,0,0,1,0,0,45,1.85,1,102.0
1,0,0,0,0,0,1,0,1,39,1.71,1,130.0
0,1,0,0,0,0,1,0,1,55,2.37,1,350.0
0,1,0,0,0,1,0,0,0,65,2.75,12,53.0
1,0,0,0,0,1,0,0,0,6,0.25,1,69.0
1,0,0,0,0,0,1,0,1,109,4.5,1,130.0
0,0,1,0,0,0,1,0,1,2,0.08,1,140.0
0,1,0,0,0,0,1,0,0,0,0.0,1,84.0
0,1,0,0,0,0,1,0,1,0,0.0,1,145.0
0,0,1,0,0,0,1,0,0,13,0.58,2,100.0
0,0,0,1,0,1,0,0,1,3,0.13,3,125.0
1,0,0,0,0,1,0,0,1,1,1.0,4,125.0
0,0,0,1,0,0,1,0,0,53,2.2,1,60.0
0,1,0,0,0,1,0,0,0,25,1.04,2,88.0
0,0,1,0,0,1,0,0,0,57,2.38,3,39.0
0,1,0,0,0,0,1,0,0,83,3.62,1,48.0
0,0,0,1,0,1,0,0,0,34,1.42,3,60.0
1,0,0,0,0,0,1,0,0,1,0.04,1,75.0
0,1,0,0,0,1,0,0,0,11,0.47,1,55.0
0,1,0,0,0,1,0,0,0,83,3.4,12,51.0
0,1,0,0,0,1,0,0,0,65,2.75,12,54.0
0,1,0,0,0,1,0,0,0,74,3.04,12,52.0
1,0,0,0,0,0,1,0,1,8,0.33,1,117.0
0,1,0,0,0,1,0,0,0,69,2.83,12,62.0
0,1,0,0,0,1,0,0,0,49,2.02,12,63.0
0,1,0,0,0,1,0,0,1,9,0.38,1,120.0
0,0,0,1,0,1,0,0,0,14,0.58,6,45.0
0,1,0,0,0,1,0,0,0,3,0.13,2,52.0
1,0,0,0,0,1,0,0,0,3,0.13,1,42.0
0,1,0,0,0,0,1,0,1,57,2.74,1,175.0
0,0,0,1,0,0,1,0,1,11,0.46,1,142.0
1,0,0,0,0,1,0,0,0,3,0.34,1,80.0
0,1,0,0,0,1,0,0,0,8,0.33,1,42.0
0,1,0,0,0,1,0,0,0,24,1.07,4,90.0
0,1,0,0,0,1,0,0,0,1,0.04,2,50.0
0,1,0,0,0,1,0,0,0,4,0.18,2,52.0
1,0,0,0,0,0,1,0,1,0,0.0,1,350.0
0,0,0,1,0,0,1,0,1,49,2.08,1,125.0
1,0,0,0,0,1,0,0,0,88,3.76,2,105.0
0,1,0,0,0,0,1,0,0,90,3.73,1,100.0
0,1,0,0,0,1,0,0,0,4,0.17,1,31.0
0,1,0,0,0,1,0,0,0,14,0.58,1,45.0
0,1,0,0,0,1,0,0,0,3,0.12,1,50.0
0,1,0,0,0,1,0,0,0,1,0.08,1,60.0
1,0,0,0,0,1,0,0,0,46,1.93,1,80.0
1,0,0,0,0,0,1,0,1,1,0.04,1,180.0
0,1,0,0,0,1,0,0,0,0,0.0,3,40.0
1,0,0,0,0,0,1,0,1,0,0.0,1,550.0
0,0,1,0,0,0,0,1,0,2,0.11,2,70.0
0,1,0,0,0,1,0,0,0,36,1.96,2,60.0
0,1,0,0,0,1,0,0,0,0,0.0,1,55.0
0,1,0,0,0,1,0,0,0,3,0.12,1,40.0
0,1,0,0,0,0,1,0,0,55,2.48,1,99.0
1,0,0,0,0,1,0,0,1,52,2.19,1,125.0
0,0,0,0,1,1,0,0,0,11,0.65,4,34.0
1,0,0,0,0,0,1,0,0,16,0.66,1,100.0
1,0,0,0,0,1,0,0,1,93,3.92,1,115.0
1,0,0,0,0,0,1,0,1,5,0.22,50,170.0
1,0,0,0,0,0,1,0,1,110,4.9,1,200.0
1,0,0,0,0,0,1,0,1,2,0.09,50,175.0
0,1,0,0,0,0,1,0,0,9,0.37,1,100.0
0,1,0,0,0,1,0,0,0,2,0.09,1,50.0
1,0,0,0,0,0,1,0,1,78,3.26,1,220.0
0,1,0,0,0,1,0,0,0,12,0.52,1,50.0
0,1,0,0,0,0,1,0,1,2,0.09,1,275.0
0,1,0,0,0,0,1,0,1,22,0.9,1,200.0
0,1,0,0,0,1,0,0,1,72,2.98,1,115.0
0,1,0,0,0,1,0,0,0,131,5.36,2,60.0
0,1,0,0,0,1,0,0,0,2,0.08,1,54.0
0,1,0,0,0,1,0,0,0,2,0.1,1,55.0
0,1,0,0,0,1,0,0,0,13,0.54,1,44.0
0,1,0,0,0,0,1,0,0,3,0.12,1,70.0
0,0,1,0,0,1,0,0,1,0,0.0,3,2500.0
0,1,0,0,0,0,1,0,1,49,2.31,2,135.0
1,0,0,0,0,0,1,0,1,4,0.17,1,138.0
1,0,0,0,0,1,0,0,1,18,0.74,1,115.0
0,0,0,1,0,1,0,0,0,0,0.0,2,70.0
1,0,0,0,0,0,1,0,1,60,2.61,1,150.0
0,0,0,1,0,0,1,0,1,8,0.35,2,150.0
0,1,0,0,0,0,1,0,1,1,0.04,1,170.0
1,0,0,0,0,0,1,0,1,4,0.27,6,140.0
1,0,0,0,0,0,1,0,1,0,0.0,1,400.0
0,0,0,1,0,0,1,0,0,0,0.0,1,95.0
0,1,0,0,0,1,0,0,0,0,0.0,1,50.0
0,1,0,0,0,1,0,0,0,7,0.29,1,65.0
1,0,0,0,0,0,1,0,0,18,0.77,1,102.0
0,1,0,0,0,0,1,0,1,8,0.34,1,175.0
1,0,0,0,0,0,1,0,1,16,0.67,1,275.0
1,0,0,0,0,0,1,0,1,33,2.55,1,145.0
1,0,0,0,0,0,1,0,1,12,0.62,1,700.0
1,0,0,0,0,0,1,0,1,2,0.08,3,239.0
1,0,0,0,0,0,1,0,0,112,4.67,1,65.0
0,1,0,0,0,0,1,0,1,3,0.13,1,250.0
0,1,0,0,0,1,0,0,0,74,3.29,1,90.0
0,1,0,0,0,0,1,0,0,67,2.85,2,85.0
0,1,0,0,0,0,1,0,1,21,0.86,1,170.0
1,0,0,0,0,1,0,0,0,26,1.09,1,60.0
0,1,0,0,0,1,0,0,0,8,0.35,2,50.0
0,1,0,0,0,1,0,0,0,0,0.0,1,60.0
0,1,0,0,0,0,1,0,1,3,0.13,1,152.0
0,0,0,1,0,1,0,0,0,55,2.31,1,62.0
0,1,0,0,0,1,0,0,0,1,0.04,1,70.0
0,1,0,0,0,0,1,0,0,0,0.0,1,99.0
1,0,0,0,0,0,1,0,1,1,0.41,1,150.0
0,1,0,0,0,0,1,0,0,36,1.57,1,100.0
0,0,0,1,0,1,0,0,1,34,1.4,2,110.0
0,1,0,0,0,1,0,0,0,6,0.25,1,60.0
1,0,0,0,0,0,1,0,1,1,0.04,1,700.0
1,0,0,0,0,1,0,0,0,0,0.0,1,100.0
1,0,0,0,0,1,0,0,0,6,0.3,1,73.0
1,0,0,0,0,0,1,0,0,75,3.12,1,100.0
