neighborhood_manhattan,neighborhood_brooklyn,neighborhood_bronx,neighborhood_queens,neighborhood_staten_island,room_type_private,room_type_entire,room_type_shared,expensive,number_of_reviews,reviews_per_month,calculated_host_listings_count,price
0,1,0,0,0,1,0,0,0,64,0.68,3,88.0
0,1,0,0,0,1,0,0,0,39,0.41,3,80.0
1,0,0,0,0,1,0,0,1,37,1.79,1,150.0
1,0,0,0,0,0,1,0,1,10,0.12,1,200.0
1,0,0,0,0,0,1,0,1,103,1.08,1,200.0
0,0,0,1,0,1,0,0,0,41,0.43,3,42.0
0,1,0,0,0,1,0,0,0,3,0.03,1,90.0
1,0,0,0,0,0,1,0,1,227,2.33,1,295.0
0,1,0,0,0,0,1,0,1,37,0.79,1,450.0
0,1,0,0,0,0,1,0,1,29,0.35,1,130.0
0,1,0,0,0,1,0,0,0,205,2.31,3,89.0
1,0,0,0,0,0,1,0,1,42,0.44,2,198.0
1,0,0,0,0,0,1,0,0,280,2.92,3,99.0
0,1,0,0,0,1,0,0,0,86,0.89,3,46.0
1,0,0,0,0,1,0,0,1,54,0.56,1,140.0
0,1,0,0,0,0,1,0,1,7,0.07,1,500.0
1,0,0,0,0,1,0,0,0,57,0.59,2,75.0
0,0,0,1,0,1,0,0,0,31,0.32,3,33.0
1,0,0,0,0,0,1,0,1,188,1.94,1,250.0
0,1,0,0,0,1,0,0,0,480,6.7,1,60.0
1,0,0,0,0,1,0,0,0,34,0.35,1,75.0
0,1,0,0,0,0,1,0,1,6,0.06,1,350.0
1,0,0,0,0,0,1,0,1,3,0.04,2,205.0
0,1,0,0,0,0,1,0,1,2,0.03,1,219.0
0,1,0,0,0,1,0,0,0,20,0.21,6,60.0
1,0,0,0,0,0,1,0,1,129,1.33,1,185.0
1,0,0,0,0,0,1,0,1,147,1.6,1,190.0
0,1,0,0,0,0,1,0,0,101,1.06,1,105.0
1,0,0,0,0,0,1,0,1,11,0.12,2,250.0
1,0,0,0,0,0,1,0,1,11,0.12,1,175.0
1,0,0,0,0,1,0,0,0,41,0.43,2,65.0
0,1,0,0,0,0,1,0,0,87,1.09,1,75.0
0,0,1,0,0,1,0,0,0,117,1.21,1,37.0
0,1,0,0,0,0,1,0,0,86,0.89,2,85.0
0,1,0,0,0,0,1,0,0,0,0.0,2,106.0
1,0,0,0,0,0,1,0,0,15,0.16,1,79.0
0,1,0,0,0,1,0,0,0,35,0.55,2,85.0
1,0,0,0,0,1,0,0,1,17,0.18,2,170.0
1,0,0,0,0,1,0,0,1,3,0.04,2,115.0
1,0,0,0,0,1,0,0,0,43,0.47,2,89.0
1,0,0,0,0,0,0,1,0,168,4.6,1,49.0
0,1,0,0,0,1,0,0,0,241,2.49,1,91.0
1,0,0,0,0,0,1,0,1,105,1.13,1,400.0
0,1,0,0,0,0,1,0,1,11,0.46,1,150.0
1,0,0,0,0,0,1,0,1,30,0.33,11,2000.0
0,1,0,0,0,0,1,0,0,31,0.32,1,97.0
1,0,0,0,0,1,0,0,0,49,0.51,2,100.0
0,1,0,0,0,0,1,0,1,23,0.24,1,179.0
0,1,0,0,0,0,1,0,1,20,0.21,2,500.0
1,0,0,0,0,0,1,0,1,18,0.9,1,429.0
1,0,0,0,0,0,1,0,1,90,0.95,1,189.0
1,0,0,0,0,1,0,0,1,99,1.04,1,120.0
1,0,0,0,0,0,1,0,1,6,0.06,3,300.0
0,0,0,1,0,0,1,0,1,21,0.22,8,107.0
0,0,0,1,0,0,1,0,0,24,0.26,8,95.0
1,0,0,0,0,0,1,0,1,111,1.17,1,199.0
1,0,0,0,0,0,1,0,1,86,0.91,1,120.0
1,0,0,0,0,0,1,0,1,66,0.69,2,199.0
0,0,1,0,0,0,1,0,1,271,2.84,2,125.0
0,1,0,0,0,1,0,0,0,227,2.4,1,70.0
0,1,0,0,0,1,0,0,0,80,1.55,1,75.0
1,0,0,0,0,1,0,0,0,5,0.07,1,100.0
0,1,0,0,0,0,1,0,0,187,1.97,2,99.0
1,0,0,0,0,0,1,0,1,2,0.02,1,250.0
0,1,0,0,0,0,1,0,1,1,0.02,1,350.0
0,1,0,0,0,0,1,0,1,67,0.7,1,170.0
1,0,0,0,0,0,1,0,1,63,0.68,1,165.0
1,0,0,0,0,1,0,0,0,89,1.0,1,99.0
1,0,0,0,0,1,0,0,1,1,0.02,1,255.0
0,1,0,0,0,0,1,0,1,177,1.86,1,169.0
0,1,0,0,0,0,1,0,0,90,0.94,1,99.0
1,0,0,0,0,0,1,0,1,39,0.41,1,169.0
0,1,0,0,0,0,1,0,1,42,0.44,1,160.0
0,1,0,0,0,0,1,0,1,33,0.35,1,215.0
0,1,0,0,0,0,1,0,1,179,2.02,1,130.0
1,0,0,0,0,1,0,0,1,81,0.85,2,110.0
1,0,0,0,0,1,0,0,1,43,0.45,2,150.0
0,1,0,0,0,1,0,0,0,52,0.54,1,65.0
0,0,0,1,0,1,0,0,0,160,1.68,1,75.0
1,0,0,0,0,0,1,0,1,23,0.27,2,149.0
1,0,0,0,0,1,0,0,0,35,0.37,1,89.0
1,0,0,0,0,1,0,0,0,225,2.35,1,50.0
0,1,0,0,0,1,0,0,0,401,6.62,2,43.0
0,1,0,0,0,1,0,0,0,72,0.84,2,42.0
0,1,0,0,0,1,0,0,0,46,0.97,1,85.0
0,1,0,0,0,0,1,0,1,83,1.19,1,139.0
0,1,0,0,0,1,0,0,0,211,2.21,2,105.0
0,1,0,0,0,0,1,0,1,15,0.16,1,265.0
1,0,0,0,0,0,1,0,1,122,1.29,1,149.0
1,0,0,0,0,1,0,0,0,295,3.9,2,68.0
0,1,0,0,0,0,1,0,0,207,2.18,1,99.0
1,0,0,0,0,1,0,0,0,50,0.65,2,75.0
0,1,0,0,0,1,0,0,0,273,2.85,1,100.0
1,0,0,0,0,0,0,1,0,0,0.0,1,90.0
1,0,0,0,0,0,1,0,1,25,0.26,1,160.0
0,1,0,0,0,0,1,0,1,105,1.62,1,190.0
0,1,0,0,0,1,0,0,0,72,0.76,3,67.0
1,0,0,0,0,0,1,0,1,8,0.08,1,190.0
0,1,0,0,0,0,1,0,1,58,0.61,6,248.0
0,1,0,0,0,1,0,0,0,8,0.09,1,100.0
1,0,0,0,0,1,0,0,0,172,1.84,2,95.0
1,0,0,0,0,1,0,0,1,330,7.14,1,150.0
0,1,0,0,0,0,1,0,1,123,1.29,1,145.0
0,1,0,0,0,1,0,0,0,55,0.59,1,41.0
0,1,0,0,0,0,1,0,1,87,0.99,1,120.0
0,0,1,0,0,1,0,0,0,258,2.7,2,50.0
0,1,0,0,0,0,1,0,1,4,0.18,1,157.0
0,1,0,0,0,0,1,0,1,31,0.33,1,195.0
0,1,0,0,0,0,1,0,0,128,1.34,2,70.0
0,1,0,0,0,0,1,0,1,14,0.15,1,185.0
0,1,0,0,0,0,1,0,1,30,0.32,3,145.0
0,0,0,1,0,1,0,0,0,258,2.9,1,50.0
0,1,0,0,0,0,1,0,1,228,2.39,3,185.0
1,0,0,0,0,0,1,0,1,60,0.65,1,250.0
1,0,0,0,0,1,0,0,0,9,0.2,1,80.0
1,0,0,0,0,0,1,0,1,179,1.88,1,230.0
0,1,0,0,0,0,1,0,0,9,0.1,1,100.0
0,1,0,0,0,1,0,0,0,1,0.37,1,40.0
1,0,0,0,0,1,0,0,1,25,0.49,1,200.0
0,0,0,0,1,1,0,0,0,2,0.05,1,80.0
0,1,0,0,0,1,0,0,0,152,1.6,3,79.0
0,0,0,1,0,0,1,0,0,24,0.25,8,95.0
1,0,0,0,0,0,1,0,1,45,0.47,3,300.0
0,1,0,0,0,0,1,0,0,7,0.08,1,100.0
1,0,0,0,0,1,0,0,0,19,0.35,1,80.0
0,1,0,0,0,0,1,0,1,24,0.26,1,110.0
0,1,0,0,0,0,1,0,1,8,0.09,2,172.0
1,0,0,0,0,0,1,0,1,29,0.31,2,199.0
1,0,0,0,0,0,1,0,1,14,0.15,2,199.0
1,0,0,0,0,1,0,0,0,33,0.38,1,100.0
1,0,0,0,0,1,0,0,0,99,1.04,1,55.0
0,1,0,0,0,1,0,0,0,59,0.62,3,75.0
1,0,0,0,0,0,1,0,1,142,1.5,1,146.0
1,0,0,0,0,1,0,0,1,0,0.0,1,250.0
0,1,0,0,0,0,1,0,1,22,0.23,1,116.0
1,0,0,0,0,1,0,0,1,82,0.87,2,150.0
0,1,0,0,0,1,0,0,1,23,0.24,6,120.0
1,0,0,0,0,0,1,0,1,32,0.34,1,199.0
0,1,0,0,0,0,1,0,1,24,0.25,1,150.0
1,0,0,0,0,1,0,0,0,59,0.63,2,69.0
1,0,0,0,0,1,0,0,1,6,0.08,2,300.0
0,1,0,0,0,0,1,0,1,18,0.21,1,230.0
1,0,0,0,0,0,1,0,1,3,0.03,1,125.0
0,1,0,0,0,1,0,0,0,115,1.21,3,79.0
0,1,0,0,0,1,0,0,1,154,1.63,2,130.0
0,1,0,0,0,1,0,0,1,164,1.73,11,239.0
0,0,0,0,1,0,1,0,0,76,0.8,1,75.0
0,1,0,0,0,0,1,0,1,116,1.23,2,220.0
0,1,0,0,0,0,1,0,0,234,2.47,4,80.0
1,0,0,0,0,0,1,0,1,120,1.27,1,288.0
0,1,0,0,0,0,1,0,1,82,0.87,1,135.0
1,0,0,0,0,0,1,0,1,13,0.15,1,225.0
1,0,0,0,0,1,0,0,1,59,0.64,1,110.0
0,1,0,0,0,0,1,0,0,63,1.87,1,100.0
1,0,0,0,0,1,0,0,1,52,0.55,1,130.0
1,0,0,0,0,1,0,0,0,278,2.95,3,89.0
0,1,0,0,0,0,1,0,1,1,0.01,1,200.0
0,1,0,0,0,0,1,0,0,35,0.4,1,80.0
0,0,1,0,0,1,0,0,0,235,2.49,2,50.0
1,0,0,0,0,0,1,0,1,115,1.21,2,135.0
1,0,0,0,0,1,0,0,0,109,1.15,1,90.0
1,0,0,0,0,1,0,0,1,1,0.01,1,270.0
0,1,0,0,0,0,1,0,1,305,3.24,1,110.0
1,0,0,0,0,0,1,0,1,102,1.52,1,145.0
1,0,0,0,0,0,1,0,1,83,0.88,1,179.0
0,0,0,1,0,1,0,0,0,19,0.25,1,55.0
1,0,0,0,0,1,0,0,1,61,0.65,1,110.0
1,0,0,0,0,0,1,0,1,89,0.94,1,325.0
0,0,0,1,0,1,0,0,0,65,0.74,3,75.0
0,1,0,0,0,0,1,0,1,40,0.44,1,300.0
1,0,0,0,0,1,0,0,1,80,0.86,2,130.0
1,0,0,0,0,0,1,0,1,136,1.45,1,190.0
1,0,0,0,0,0,1,0,1,100,1.06,1,200.0
0,1,0,0,0,0,1,0,1,125,1.36,3,180.0
0,1,0,0,0,0,1,0,1,40,0.5,1,350.0
1,0,0,0,0,0,1,0,1,0,0.0,1,160.0
1,0,0,0,0,0,1,0,1,139,1.59,4,195.0
1,0,0,0,0,0,1,0,1,0,0.0,1,241.0
1,0,0,0,0,0,1,0,1,2,0.03,1,300.0
0,0,0,1,0,0,1,0,0,49,0.53,1,75.0
1,0,0,0,0,0,1,0,0,8,0.11,1,100.0
1,0,0,0,0,0,1,0,1,0,0.0,1,399.0
0,1,0,0,0,1,0,0,0,124,1.32,1,85.0
0,1,0,0,0,0,1,0,0,5,0.12,1,80.0
0,1,0,0,0,1,0,0,0,147,1.57,1,55.0
0,1,0,0,0,1,0,0,1,43,0.46,11,438.0
0,1,0,0,0,0,1,0,1,8,0.33,1,110.0
1,0,0,0,0,0,1,0,1,37,0.39,1,200.0
0,1,0,0,0,1,0,0,1,120,1.28,11,279.0
0,1,0,0,0,0,1,0,1,24,0.29,1,137.0
0,1,0,0,0,0,1,0,1,5,0.05,1,280.0
0,1,0,0,0,0,1,0,1,242,2.59,1,199.0
1,0,0,0,0,1,0,0,0,229,2.45,1,71.0
0,0,1,0,0,1,0,0,0,108,1.36,2,42.0
0,1,0,0,0,0,1,0,1,181,1.92,1,180.0
1,0,0,0,0,0,1,0,1,34,0.39,1,226.0
0,1,0,0,0,1,0,0,0,5,0.05,1,85.0
1,0,0,0,0,0,1,0,1,5,0.06,1,135.0
0,0,0,1,0,0,1,0,0,60,0.64,2,79.0
1,0,0,0,0,0,1,0,1,238,2.59,1,154.0
0,1,0,0,0,0,1,0,1,34,0.37,28,199.0
1,0,0,0,0,0,1,0,1,131,1.4,4,700.0
1,0,0,0,0,0,1,0,1,6,0.16,1,246.0
1,0,0,0,0,1,0,0,1,4,0.06,1,125.0
0,1,0,0,0,1,0,0,0,7,0.08,4,100.0
0,1,0,0,0,0,1,0,1,125,3.04,1,295.0
0,1,0,0,0,1,0,0,1,0,0.0,1,150.0
1,0,0,0,0,0,1,0,1,49,0.58,1,119.0
1,0,0,0,0,1,0,0,1,11,0.12,2,125.0
1,0,0,0,0,0,1,0,1,0,0.0,2,400.0
1,0,0,0,0,0,1,0,1,107,1.15,1,850.0
0,1,0,0,0,1,0,0,1,241,2.6,1,129.0
1,0,0,0,0,1,0,0,1,176,1.89,1,140.0
1,0,0,0,0,1,0,0,1,151,1.63,2,115.0
1,0,0,0,0,0,1,0,1,49,0.53,2,200.0
0,1,0,0,0,0,1,0,0,13,0.14,1,96.0
0,1,0,0,0,0,1,0,1,33,0.47,28,199.0
0,1,0,0,0,0,1,0,1,24,0.32,28,199.0
0,1,0,0,0,0,1,0,1,59,0.66,28,199.0
0,1,0,0,0,1,0,0,0,2,0.04,1,69.0
1,0,0,0,0,0,1,0,1,16,0.23,1,185.0
1,0,0,0,0,1,0,0,0,72,0.77,1,81.0
0,1,0,0,0,0,1,0,1,24,0.26,28,199.0
0,1,0,0,0,0,1,0,1,23,0.26,28,199.0
0,1,0,0,0,0,1,0,1,43,0.47,28,199.0
0,1,0,0,0,0,1,0,1,30,0.32,28,199.0
0,1,0,0,0,0,1,0,1,39,0.44,28,199.0
0,1,0,0,0,1,0,0,1,8,0.09,28,349.0
0,1,0,0,0,1,0,0,1,3,0.03,28,249.0
0,1,0,0,0,1,0,0,1,6,0.1,28,299.0
0,1,0,0,0,1,0,0,1,4,0.05,28,179.0
0,0,0,1,0,1,0,0,0,56,0.66,3,54.0
0,1,0,0,0,1,0,0,1,7,0.08,28,599.0
0,1,0,0,0,0,1,0,1,2,0.03,1,110.0
0,1,0,0,0,0,1,0,1,178,2.69,1,220.0
0,1,0,0,0,1,0,0,0,30,0.8,1,89.0
0,1,0,0,0,0,1,0,1,190,2.04,1,170.0
1,0,0,0,0,0,1,0,1,25,0.27,2,495.0
0,0,0,1,0,0,1,0,0,81,0.98,2,80.0
1,0,0,0,0,0,1,0,1,7,0.08,1,760.0
0,1,0,0,0,1,0,0,0,216,2.31,1,98.0
0,1,0,0,0,0,1,0,1,31,0.33,1,125.0
0,1,0,0,0,1,0,0,0,53,0.57,2,48.0
0,1,0,0,0,1,0,0,0,247,2.65,2,64.0
0,1,0,0,0,0,1,0,1,233,2.5,1,154.0
0,1,0,0,0,0,1,0,1,135,1.45,1,139.0
0,0,0,1,0,1,0,0,0,20,0.23,1,75.0
1,0,0,0,0,0,1,0,1,46,0.5,1,325.0
1,0,0,0,0,0,1,0,1,10,0.12,1,195.0
1,0,0,0,0,1,0,0,0,143,2.83,1,58.0
0,0,0,0,1,0,1,0,1,21,0.26,4,250.0
0,0,0,0,1,1,0,0,0,0,0.0,4,50.0
0,0,0,0,1,0,1,0,1,8,0.09,4,125.0
0,1,0,0,0,0,1,0,0,4,0.05,2,70.0
1,0,0,0,0,0,1,0,1,314,3.45,2,189.0
0,1,0,0,0,0,1,0,1,18,0.25,1,130.0
1,0,0,0,0,0,1,0,1,11,0.12,1,145.0
1,0,0,0,0,1,0,0,0,51,0.55,1,101.0
1,0,0,0,0,1,0,0,0,20,0.33,1,95.0
1,0,0,0,0,0,1,0,1,8,0.12,1,375.0
1,0,0,0,0,0,1,0,1,59,0.63,1,153.0
0,1,0,0,0,0,1,0,0,54,0.62,1,92.0
1,0,0,0,0,1,0,0,0,10,0.46,1,80.0
1,0,0,0,0,0,1,0,1,153,1.66,4,300.0
0,1,0,0,0,0,1,0,1,110,1.2,1,145.0
1,0,0,0,0,1,0,0,0,69,0.91,2,88.0
1,0,0,0,0,0,1,0,1,1,0.18,1,155.0
0,1,0,0,0,0,1,0,1,24,0.26,1,185.0
0,0,0,1,0,1,0,0,0,95,1.02,2,73.0
1,0,0,0,0,0,1,0,1,129,1.41,1,225.0
1,0,0,0,0,1,0,0,0,171,1.84,2,85.0
0,1,0,0,0,1,0,0,0,20,0.59,1,99.0
0,1,0,0,0,1,0,0,0,17,0.27,2,48.0
1,0,0,0,0,0,1,0,1,8,0.09,1,200.0
1,0,0,0,0,0,1,0,1,11,0.12,1,485.0
1,0,0,0,0,0,1,0,1,5,0.09,1,310.0
0,1,0,0,0,0,1,0,1,0,0.0,1,110.0
1,0,0,0,0,0,1,0,1,36,0.39,5,109.0
1,0,0,0,0,0,1,0,1,16,0.17,5,167.0
0,1,0,0,0,0,1,0,1,5,0.12,1,147.0
1,0,0,0,0,0,1,0,1,0,0.0,1,220.0
1,0,0,0,0,0,1,0,1,68,0.77,1,195.0
1,0,0,0,0,0,1,0,1,89,0.99,1,199.0
1,0,0,0,0,1,0,0,0,10,1.02,1,65.0
0,0,0,1,0,1,0,0,0,38,0.85,1,55.0
0,0,1,0,0,1,0,0,0,15,0.17,1,50.0
0,1,0,0,0,1,0,0,0,20,0.42,1,60.0
1,0,0,0,0,1,0,0,0,25,0.96,2,99.0
1,0,0,0,0,0,1,0,1,35,0.42,1,130.0
0,1,0,0,0,0,1,0,1,1,0.01,1,290.0
1,0,0,0,0,0,1,0,1,64,0.7,1,350.0
0,1,0,0,0,1,0,0,0,26,0.33,1,50.0
0,0,0,1,0,1,0,0,0,244,2.74,1,96.0
0,1,0,0,0,1,0,0,0,21,0.29,3,45.0
0,0,0,1,0,1,0,0,0,270,2.95,2,85.0
0,1,0,0,0,1,0,0,0,16,0.19,3,34.0
1,0,0,0,0,0,1,0,1,24,0.26,1,250.0
0,1,0,0,0,1,0,0,1,30,0.33,2,190.0
0,1,0,0,0,1,0,0,0,5,0.06,2,75.0
0,1,0,0,0,0,1,0,0,115,1.25,1,93.0
0,1,0,0,0,1,0,0,0,9,0.19,2,60.0
0,1,0,0,0,1,0,0,0,45,0.52,2,65.0
1,0,0,0,0,0,1,0,1,19,0.21,1,125.0
1,0,0,0,0,0,1,0,1,5,0.08,1,300.0
1,0,0,0,0,0,1,0,1,203,2.22,1,150.0
1,0,0,0,0,0,1,0,0,20,0.41,1,56.0
1,0,0,0,0,0,1,0,1,49,0.53,1,299.0
0,1,0,0,0,1,0,0,0,6,0.07,1,60.0
0,1,0,0,0,0,1,0,0,7,0.08,1,88.0
0,1,0,0,0,1,0,0,0,35,0.38,2,60.0
1,0,0,0,0,0,1,0,1,28,0.31,4,1300.0
1,0,0,0,0,1,0,0,1,0,0.0,1,200.0
1,0,0,0,0,1,0,0,0,54,0.88,1,99.0
0,1,0,0,0,0,1,0,1,115,1.75,2,110.0
0,1,0,0,0,0,1,0,1,6,0.13,1,135.0
1,0,0,0,0,0,1,0,1,1,0.02,1,110.0
0,1,0,0,0,0,1,0,1,204,2.31,1,165.0
0,1,0,0,0,0,1,0,1,1,0.03,1,127.0
0,1,0,0,0,0,1,0,1,89,0.97,1,402.0
1,0,0,0,0,1,0,0,0,130,1.42,2,85.0
0,1,0,0,0,1,0,0,0,15,0.25,3,75.0
1,0,0,0,0,0,1,0,1,52,0.6,1,139.0
0,1,0,0,0,0,1,0,0,58,0.63,1,70.0
1,0,0,0,0,1,0,0,0,208,2.32,1,50.0
0,0,0,1,0,1,0,0,0,3,0.03,1,30.0
1,0,0,0,0,0,1,0,1,7,0.08,1,250.0
0,1,0,0,0,1,0,0,0,1,0.04,1,64.0
1,0,0,0,0,0,1,0,1,2,0.06,1,300.0
0,1,0,0,0,0,1,0,1,122,1.37,1,800.0
0,1,0,0,0,0,1,0,0,63,0.72,2,100.0
0,1,0,0,0,0,1,0,1,26,0.28,1,250.0
1,0,0,0,0,0,1,0,1,1,0.01,1,200.0
0,1,0,0,0,0,1,0,1,14,0.16,1,140.0
1,0,0,0,0,1,0,0,1,107,2.38,1,130.0
0,1,0,0,0,0,1,0,0,3,0.05,1,90.0
1,0,0,0,0,0,1,0,0,107,1.17,1,90.0
0,1,0,0,0,1,0,0,0,29,1.57,1,97.0
0,1,0,0,0,0,1,0,0,69,0.76,1,91.0
0,1,0,0,0,1,0,0,1,232,2.52,1,125.0
0,1,0,0,0,1,0,0,0,0,0.0,1,75.0
1,0,0,0,0,0,1,0,1,24,0.26,2,180.0
0,1,0,0,0,0,1,0,1,0,0.0,2,300.0
0,1,0,0,0,0,1,0,0,5,0.06,2,100.0
1,0,0,0,0,0,1,0,1,10,0.23,1,175.0
0,1,0,0,0,1,0,0,0,36,0.47,2,65.0
1,0,0,0,0,0,1,0,1,94,1.1,1,240.0
1,0,0,0,0,1,0,0,1,1,0.01,1,300.0
1,0,0,0,0,0,1,0,1,63,0.71,1,385.0
0,1,0,0,0,1,0,0,0,5,0.06,1,47.0
0,1,0,0,0,0,1,0,1,238,2.6,1,110.0
1,0,0,0,0,1,0,0,0,101,1.1,1,75.0
0,1,0,0,0,0,1,0,0,21,0.23,3,100.0
1,0,0,0,0,0,1,0,1,72,0.82,1,165.0
0,1,0,0,0,0,1,0,1,40,0.68,1,300.0
0,1,0,0,0,0,1,0,1,103,1.13,1,140.0
0,1,0,0,0,0,1,0,1,66,0.72,2,120.0
0,1,0,0,0,0,1,0,1,35,0.4,1,175.0
0,1,0,0,0,0,1,0,1,121,1.33,1,275.0
1,0,0,0,0,0,1,0,1,15,0.19,1,179.0
0,1,0,0,0,0,1,0,1,13,0.18,1,189.0
1,0,0,0,0,0,1,0,1,129,1.42,1,219.0
1,0,0,0,0,0,1,0,1,157,1.71,1,450.0
1,0,0,0,0,0,1,0,1,8,0.11,1,249.0
0,0,0,1,0,1,0,0,0,5,0.06,1,65.0
0,1,0,0,0,0,1,0,1,46,0.52,1,250.0
1,0,0,0,0,0,1,0,1,37,0.41,1,139.0
1,0,0,0,0,0,1,0,1,14,0.16,1,209.0
0,1,0,0,0,0,1,0,1,37,0.45,1,120.0
0,0,0,1,0,0,1,0,0,1,0.03,1,70.0
1,0,0,0,0,1,0,0,0,209,2.38,1,90.0
1,0,0,0,0,0,1,0,1,4,0.07,1,199.0
0,1,0,0,0,1,0,0,0,17,0.19,2,50.0
0,1,0,0,0,0,1,0,0,0,0.0,1,100.0
1,0,0,0,0,0,1,0,1,0,0.0,1,110.0
0,1,0,0,0,0,1,0,1,54,0.66,2,157.0
0,1,0,0,0,0,1,0,1,43,0.49,28,199.0
0,0,0,1,0,0,1,0,1,7,0.08,1,192.0
0,1,0,0,0,0,1,0,1,75,0.93,28,199.0
1,0,0,0,0,0,1,0,1,88,0.99,1,150.0
0,1,0,0,0,0,1,0,1,73,0.84,28,199.0
0,1,0,0,0,0,1,0,1,89,1.06,28,199.0
0,1,0,0,0,0,1,0,1,23,0.26,28,199.0
0,1,0,0,0,0,1,0,0,11,0.16,1,105.0
0,1,0,0,0,1,0,0,1,84,1.12,6,135.0
0,1,0,0,0,0,1,0,1,54,0.61,28,199.0
0,1,0,0,0,1,0,0,1,17,0.19,1,125.0
0,1,0,0,0,1,0,0,0,1,0.02,2,60.0
0,1,0,0,0,0,1,0,0,73,0.89,1,85.0
1,0,0,0,0,0,1,0,1,36,0.47,1,300.0
0,1,0,0,0,1,0,0,0,98,1.07,2,75.0
0,0,0,1,0,1,0,0,0,63,0.89,2,55.0
0,1,0,0,0,1,0,0,0,2,0.09,1,44.0
0,1,0,0,0,1,0,0,0,18,0.2,3,55.0
0,1,0,0,0,1,0,0,0,24,0.28,3,30.0
0,1,0,0,0,1,0,0,0,1,0.07,1,35.0
0,1,0,0,0,1,0,0,0,2,0.05,1,70.0
0,1,0,0,0,0,1,0,1,23,0.25,1,130.0
0,1,0,0,0,1,0,0,0,93,1.12,4,52.0
0,1,0,0,0,1,0,0,0,0,0.0,1,75.0
1,0,0,0,0,1,0,0,1,0,0.0,2,190.0
1,0,0,0,0,0,1,0,1,152,1.69,1,250.0
0,1,0,0,0,0,1,0,0,119,1.39,2,100.0
0,1,0,0,0,0,1,0,1,9,0.1,1,130.0
1,0,0,0,0,1,0,0,1,44,0.49,1,140.0
0,1,0,0,0,1,0,0,0,158,1.77,1,75.0
1,0,0,0,0,0,1,0,1,12,0.14,1,150.0
1,0,0,0,0,0,1,0,0,51,0.57,1,90.0
1,0,0,0,0,0,1,0,1,0,0.0,1,295.0
1,0,0,0,0,0,1,0,1,11,0.13,1,150.0
0,1,0,0,0,0,1,0,1,236,2.74,2,180.0
0,1,0,0,0,1,0,0,1,16,0.18,1,135.0
0,1,0,0,0,1,0,0,0,123,1.42,1,65.0
1,0,0,0,0,1,0,0,0,14,0.22,1,99.0
0,1,0,0,0,1,0,0,1,65,0.73,1,149.0
0,0,0,0,1,1,0,0,0,50,0.56,1,59.0
1,0,0,0,0,1,0,0,0,33,0.39,3,75.0
1,0,0,0,0,1,0,0,0,30,0.35,3,75.0
0,1,0,0,0,1,0,0,0,13,0.15,1,75.0
1,0,0,0,0,0,1,0,1,18,0.2,5,109.0
0,1,0,0,0,0,1,0,1,1,0.01,1,225.0
1,0,0,0,0,1,0,0,0,216,2.44,1,86.0
0,0,0,1,0,1,0,0,0,98,1.09,1,52.0
0,1,0,0,0,1,0,0,0,61,0.86,1,100.0
1,0,0,0,0,0,1,0,0,13,0.34,9,99.0
1,0,0,0,0,1,0,0,0,136,1.52,1,89.0
0,1,0,0,0,0,1,0,1,39,0.47,2,135.0
1,0,0,0,0,0,1,0,1,65,0.73,1,199.0
0,1,0,0,0,0,1,0,0,62,0.71,1,89.0
1,0,0,0,0,1,0,0,1,47,0.57,1,110.0
0,1,0,0,0,0,1,0,1,42,0.48,1,120.0
0,1,0,0,0,1,0,0,0,207,2.29,2,59.0
0,1,0,0,0,1,0,0,0,72,0.81,2,49.0
0,1,0,0,0,1,0,0,0,22,0.25,1,79.0
1,0,0,0,0,0,1,0,1,25,0.28,1,135.0
0,1,0,0,0,0,1,0,1,215,2.42,1,185.0
0,1,0,0,0,0,1,0,1,26,0.73,1,225.0
1,0,0,0,0,0,1,0,1,18,0.21,1,245.0
1,0,0,0,0,0,1,0,1,18,0.21,1,115.0
0,1,0,0,0,0,1,0,1,320,3.6,1,325.0
0,1,0,0,0,1,0,0,0,160,1.8,2,95.0
1,0,0,0,0,1,0,0,1,78,1.22,1,120.0
1,0,0,0,0,0,1,0,1,64,0.72,1,499.0
0,1,0,0,0,1,0,0,0,219,2.44,2,75.0
1,0,0,0,0,1,0,0,1,66,0.94,1,109.0
0,1,0,0,0,0,1,0,1,25,0.29,1,160.0
1,0,0,0,0,0,1,0,1,102,1.15,2,219.0
1,0,0,0,0,0,1,0,1,32,0.47,1,159.0
0,1,0,0,0,1,0,0,1,15,0.18,6,180.0
1,0,0,0,0,0,1,0,1,1,0.02,1,150.0
1,0,0,0,0,0,1,0,0,12,0.14,1,106.0
1,0,0,0,0,0,1,0,1,19,0.27,1,299.0
1,0,0,0,0,0,1,0,1,297,3.37,1,179.0
0,1,0,0,0,0,1,0,1,12,0.13,1,165.0
0,1,0,0,0,0,1,0,1,9,0.11,1,500.0
1,0,0,0,0,0,1,0,1,9,0.1,1,250.0
1,0,0,0,0,1,0,0,0,46,0.62,2,87.0
0,1,0,0,0,1,0,0,0,42,0.47,2,79.0
1,0,0,0,0,1,0,0,0,118,2.11,3,75.0
0,1,0,0,0,0,1,0,1,53,0.6,1,200.0
1,0,0,0,0,1,0,0,0,15,0.21,1,80.0
0,1,0,0,0,0,1,0,1,64,0.72,4,115.0
0,1,0,0,0,0,1,0,1,51,0.58,4,115.0
0,1,0,0,0,0,1,0,1,79,0.88,4,120.0
