neighborhood_manhattan,neighborhood_brooklyn,neighborhood_bronx,neighborhood_queens,neighborhood_staten_island,room_type_private,room_type_entire,room_type_shared,number_of_reviews,reviews_per_month,calculated_host_listings_count
0,1,0,0,0,1,0,0,3,0.35,1
1,0,0,0,0,0,1,0,72,2.94,1
1,0,0,0,0,1,0,0,211,2.63,2
1,0,0,0,0,0,1,0,22,1.57,1
0,1,0,0,0,1,0,0,14,1.99,1
0,0,0,1,0,0,1,0,6,0.97,2
0,0,0,1,0,1,0,0,2,0.03,1
1,0,0,0,0,0,1,0,1,0.02,1
1,0,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,0,1,0,5,1.33,1
1,0,0,0,0,0,1,0,3,0.44,1
0,0,0,1,0,0,1,0,169,4.8,1
1,0,0,0,0,1,0,0,43,4.24,2
0,1,0,0,0,1,0,0,79,4.56,1
0,1,0,0,0,0,1,0,1,0.11,5
1,0,0,0,0,1,0,0,11,0.55,1
1,0,0,0,0,0,0,1,134,2.88,11
0,0,0,1,0,1,0,0,13,4.53,9
0,1,0,0,0,1,0,0,10,0.51,2
1,0,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,1,0,0,14,0.52,1
0,1,0,0,0,1,0,0,0,0.0,1
1,0,0,0,0,0,1,0,28,0.82,1
1,0,0,0,0,1,0,0,2,0.08,3
0,1,0,0,0,1,0,0,60,2.79,1
1,0,0,0,0,0,1,0,152,4.54,3
0,0,0,1,0,1,0,0,19,1.6,1
1,0,0,0,0,0,1,0,14,0.45,1
1,0,0,0,0,1,0,0,17,1.63,1
0,0,0,1,0,1,0,0,0,0.0,1
1,0,0,0,0,0,1,0,403,4.1,3
0,0,0,1,0,1,0,0,0,0.0,1
0,1,0,0,0,1,0,0,1,0.03,1
1,0,0,0,0,0,1,0,2,0.09,1
0,0,0,1,0,1,0,0,11,0.32,1
1,0,0,0,0,1,0,0,4,2.35,1
0,1,0,0,0,1,0,0,1,1.0,1
0,1,0,0,0,1,0,0,148,4.11,3
0,1,0,0,0,0,1,0,4,0.11,1
1,0,0,0,0,1,0,0,1,0.36,30
0,0,0,1,0,0,1,0,14,1.15,1
0,0,0,1,0,1,0,0,0,0.0,1
0,0,0,1,0,1,0,0,42,5.78,2
1,0,0,0,0,0,1,0,10,5.08,1
1,0,0,0,0,0,1,0,5,0.13,1
1,0,0,0,0,1,0,0,0,0.0,1
1,0,0,0,0,0,1,0,15,0.94,1
0,1,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,0,1,0,0,0.0,27
1,0,0,0,0,0,1,0,2,0.79,1
1,0,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,1,0,0,63,2.53,2
1,0,0,0,0,0,1,0,4,0.1,3
1,0,0,0,0,0,1,0,1,1.0,2
0,0,0,1,0,1,0,0,39,4.21,5
1,0,0,0,0,1,0,0,0,0.0,103
1,0,0,0,0,0,1,0,1,0.42,1
0,1,0,0,0,1,0,0,30,0.8,1
1,0,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,1,0,0,1,0.08,1
0,1,0,0,0,0,1,0,2,0.15,2
1,0,0,0,0,0,1,0,1,0.03,1
1,0,0,0,0,1,0,0,76,2.42,1
1,0,0,0,0,1,0,0,0,0.0,1
0,0,0,1,0,0,1,0,1,1.0,1
0,1,0,0,0,1,0,0,16,0.55,1
1,0,0,0,0,0,1,0,0,0.0,96
0,0,0,1,0,1,0,0,10,0.79,7
1,0,0,0,0,0,1,0,9,0.26,3
0,1,0,0,0,1,0,0,2,0.11,2
0,1,0,0,0,1,0,0,15,1.42,3
0,1,0,0,0,1,0,0,1,0.3,1
1,0,0,0,0,0,1,0,7,2.63,1
1,0,0,0,0,1,0,0,11,0.25,1
0,1,0,0,0,1,0,0,2,2.0,1
1,0,0,0,0,0,1,0,9,0.27,1
1,0,0,0,0,0,1,0,66,1.18,1
0,0,1,0,0,0,1,0,1,1.0,1
1,0,0,0,0,0,0,1,7,0.15,1
1,0,0,0,0,0,1,0,8,2.79,1
1,0,0,0,0,0,1,0,26,0.62,1
0,0,0,1,0,1,0,0,0,0.0,1
0,1,0,0,0,0,0,1,0,0.0,1
1,0,0,0,0,0,1,0,7,1.69,327
0,1,0,0,0,0,1,0,57,3.1,2
1,0,0,0,0,1,0,0,4,0.47,1
1,0,0,0,0,0,1,0,8,1.88,327
0,0,0,1,0,1,0,0,2,1.62,23
0,1,0,0,0,0,1,0,125,3.32,3
0,0,0,1,0,1,0,0,6,0.8,1
1,0,0,0,0,1,0,0,45,2.53,2
1,0,0,0,0,0,1,0,9,0.24,3
1,0,0,0,0,1,0,0,59,7.31,2
0,1,0,0,0,1,0,0,2,0.32,33
1,0,0,0,0,0,1,0,58,0.97,1
1,0,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,1,0,0,3,0.05,1
0,1,0,0,0,0,1,0,6,0.61,1
1,0,0,0,0,0,1,0,1,0.16,1
0,1,0,0,0,0,1,0,88,4.41,1
1,0,0,0,0,0,1,0,3,0.08,1
0,0,0,1,0,1,0,0,0,0.0,1
0,1,0,0,0,1,0,0,54,0.72,1
0,1,0,0,0,1,0,0,26,0.57,1
0,1,0,0,0,1,0,0,0,0.0,1
1,0,0,0,0,0,1,0,2,2.0,1
0,1,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,0,1,0,9,1.36,1
0,1,0,0,0,1,0,0,0,0.0,2
0,0,0,1,0,1,0,0,47,1.19,5
1,0,0,0,0,0,1,0,0,0.0,2
0,0,0,1,0,0,1,0,29,1.47,2
0,1,0,0,0,1,0,0,7,0.68,1
0,1,0,0,0,1,0,0,2,0.07,1
1,0,0,0,0,1,0,0,24,0.56,4
1,0,0,0,0,0,1,0,42,2.13,1
1,0,0,0,0,0,1,0,2,0.04,1
0,1,0,0,0,1,0,0,216,5.0,7
0,0,0,1,0,1,0,0,0,0.0,2
1,0,0,0,0,0,1,0,12,0.75,1
0,0,0,1,0,0,1,0,0,0.0,1
0,1,0,0,0,1,0,0,3,0.22,1
1,0,0,0,0,1,0,0,3,0.84,3
0,1,0,0,0,0,1,0,41,0.58,1
1,0,0,0,0,1,0,0,25,2.69,1
0,1,0,0,0,1,0,0,8,1.4,2
0,1,0,0,0,1,0,0,0,0.0,1
1,0,0,0,0,1,0,0,10,0.46,1
1,0,0,0,0,1,0,0,2,2.0,1
0,1,0,0,0,0,1,0,10,0.39,1
0,1,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,1,0,0,0,0.0,1
0,1,0,0,0,0,1,0,1,0.02,1
1,0,0,0,0,0,1,0,12,0.34,1
0,0,0,1,0,0,1,0,2,1.22,3
1,0,0,0,0,0,1,0,2,2.0,1
1,0,0,0,0,1,0,0,6,0.41,6
1,0,0,0,0,1,0,0,74,3.32,1
1,0,0,0,0,1,0,0,233,3.01,1
0,1,0,0,0,1,0,0,33,0.7,1
1,0,0,0,0,0,1,0,0,0.0,327
1,0,0,0,0,0,1,0,0,0.0,33
1,0,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,1,0,0,13,2.05,1
1,0,0,0,0,0,1,0,1,0.02,1
0,1,0,0,0,1,0,0,0,0.0,1
1,0,0,0,0,0,1,0,0,0.0,49
0,1,0,0,0,1,0,0,27,2.46,3
1,0,0,0,0,0,1,0,57,3.62,1
0,0,0,1,0,1,0,0,1,0.43,37
0,1,0,0,0,0,1,0,38,4.15,1
0,0,0,1,0,1,0,0,28,1.32,1
0,1,0,0,0,1,0,0,2,0.06,1
1,0,0,0,0,0,1,0,46,1.15,1
1,0,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,1,0,0,30,6.08,2
0,1,0,0,0,1,0,0,7,0.83,1
1,0,0,0,0,1,0,0,3,0.47,1
0,1,0,0,0,1,0,0,100,2.11,1
0,1,0,0,0,1,0,0,65,0.73,1
0,1,0,0,0,0,1,0,0,0.0,1
0,0,1,0,0,1,0,0,0,0.0,1
0,1,0,0,0,1,0,0,5,0.08,1
0,0,0,1,0,0,1,0,81,3.33,2
0,0,0,1,0,1,0,0,0,0.0,1
1,0,0,0,0,0,1,0,3,0.13,1
1,0,0,0,0,0,1,0,43,3.33,2
1,0,0,0,0,0,1,0,57,2.97,1
0,0,0,1,0,1,0,0,0,0.0,2
1,0,0,0,0,1,0,0,4,0.11,1
1,0,0,0,0,0,1,0,4,0.41,1
0,1,0,0,0,1,0,0,6,0.47,1
0,0,0,1,0,0,0,1,5,0.39,1
0,1,0,0,0,0,1,0,9,0.4,1
0,1,0,0,0,1,0,0,35,1.35,4
0,1,0,0,0,0,1,0,0,0.0,1
0,0,0,1,0,1,0,0,39,2.71,3
1,0,0,0,0,0,1,0,1,0.05,8
1,0,0,0,0,0,1,0,4,4.0,1
0,0,1,0,0,1,0,0,5,3.75,5
0,1,0,0,0,0,1,0,4,0.42,1
0,1,0,0,0,0,1,0,25,0.78,1
0,1,0,0,0,1,0,0,29,2.6,2
0,0,0,1,0,1,0,0,4,0.36,2
1,0,0,0,0,0,1,0,4,0.11,1
0,1,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,1,0,0,0,0.0,1
0,0,0,1,0,1,0,0,28,0.59,1
1,0,0,0,0,0,1,0,0,0.0,232
1,0,0,0,0,1,0,0,15,3.36,7
1,0,0,0,0,0,1,0,25,0.41,1
0,1,0,0,0,0,1,0,0,0.0,3
0,0,0,1,0,0,1,0,14,7.24,1
0,1,0,0,0,0,1,0,66,1.41,2
0,1,0,0,0,0,1,0,10,0.28,1
0,0,1,0,0,1,0,0,5,0.37,6
1,0,0,0,0,1,0,0,2,0.05,1
1,0,0,0,0,0,1,0,132,2.09,1
1,0,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,1,0,0,56,1.08,1
0,1,0,0,0,1,0,0,0,0.0,1
1,0,0,0,0,0,1,0,9,0.15,1
1,0,0,0,0,0,1,0,3,0.07,1
0,1,0,0,0,1,0,0,0,0.0,1
0,1,0,0,0,1,0,0,31,2.71,2
0,1,0,0,0,0,1,0,13,0.22,1
1,0,0,0,0,1,0,0,439,5.12,2
1,0,0,0,0,1,0,0,1,0.15,1
1,0,0,0,0,0,1,0,94,2.2,1
0,0,1,0,0,1,0,0,6,1.62,2
0,1,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,0,1,0,4,1.88,1
0,1,0,0,0,1,0,0,1,0.12,1
0,1,0,0,0,0,1,0,3,0.07,1
1,0,0,0,0,1,0,0,8,2.07,3
0,0,1,0,0,0,1,0,5,1.38,1
0,1,0,0,0,1,0,0,0,0.0,1
0,1,0,0,0,1,0,0,0,0.0,1
0,1,0,0,0,1,0,0,0,0.0,1
1,0,0,0,0,1,0,0,19,1.53,1
1,0,0,0,0,0,1,0,13,0.35,1
0,1,0,0,0,0,1,0,0,0.0,2
0,1,0,0,0,0,1,0,16,2.35,1
1,0,0,0,0,1,0,0,1,1.0,2
0,1,0,0,0,0,1,0,6,6.0,1
1,0,0,0,0,1,0,0,0,0.0,7
1,0,0,0,0,0,1,0,60,0.78,1
0,1,0,0,0,0,1,0,6,0.12,52
1,0,0,0,0,1,0,0,16,0.49,1
0,0,0,1,0,1,0,0,35,0.61,1
1,0,0,0,0,1,0,0,4,0.43,1
0,1,0,0,0,1,0,0,5,0.42,1
0,1,0,0,0,1,0,0,18,2.81,1
0,0,1,0,0,0,0,1,0,0.0,1
1,0,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,1,0,0,26,1.73,4
1,0,0,0,0,1,0,0,8,0.77,47
0,1,0,0,0,1,0,0,4,0.9,1
1,0,0,0,0,1,0,0,288,4.58,4
0,1,0,0,0,0,1,0,4,0.09,1
0,1,0,0,0,0,1,0,2,0.38,7
0,1,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,1,0,0,0,0.0,1
1,0,0,0,0,1,0,0,1,1.0,1
0,0,0,1,0,1,0,0,15,2.27,1
0,1,0,0,0,1,0,0,4,1.85,1
0,0,0,0,1,1,0,0,4,0.3,2
1,0,0,0,0,1,0,0,2,0.05,2
0,1,0,0,0,0,1,0,70,0.73,1
0,1,0,0,0,0,1,0,1,0.16,1
1,0,0,0,0,0,1,0,1,0.1,1
1,0,0,0,0,1,0,0,22,1.88,1
0,1,0,0,0,0,1,0,64,1.38,1
1,0,0,0,0,1,0,0,3,0.38,1
0,0,0,1,0,1,0,0,5,0.1,1
1,0,0,0,0,0,1,0,0,0.0,327
0,1,0,0,0,1,0,0,0,0.0,1
0,0,0,1,0,1,0,0,17,0.22,4
1,0,0,0,0,0,1,0,0,0.0,33
0,1,0,0,0,1,0,0,3,0.16,1
0,1,0,0,0,1,0,0,141,3.63,1
1,0,0,0,0,0,1,0,0,0.0,232
1,0,0,0,0,1,0,0,3,0.07,1
1,0,0,0,0,0,1,0,202,3.53,1
1,0,0,0,0,1,0,0,22,0.63,1
1,0,0,0,0,0,1,0,8,0.19,1
0,1,0,0,0,1,0,0,1,1.0,4
0,0,1,0,0,0,1,0,0,0.0,1
0,0,0,1,0,1,0,0,1,1.0,4
1,0,0,0,0,1,0,0,0,0.0,1
0,1,0,0,0,0,1,0,30,5.56,1
0,1,0,0,0,1,0,0,3,0.21,1
0,1,0,0,0,1,0,0,4,0.45,1
1,0,0,0,0,1,0,0,24,0.49,6
1,0,0,0,0,0,1,0,5,0.13,1
1,0,0,0,0,0,1,0,4,0.1,1
1,0,0,0,0,0,1,0,7,1.72,327
0,1,0,0,0,1,0,0,2,0.02,1
0,1,0,0,0,1,0,0,3,0.23,1
1,0,0,0,0,0,1,0,13,3.86,1
0,1,0,0,0,1,0,0,14,0.23,6
1,0,0,0,0,1,0,0,14,0.8,1
0,1,0,0,0,0,1,0,3,0.06,1
0,1,0,0,0,0,1,0,4,0.31,1
0,0,1,0,0,1,0,0,50,1.1,4
1,0,0,0,0,0,1,0,1,0.21,1
0,1,0,0,0,0,1,0,3,0.13,1
0,1,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,0,1,0,220,2.97,1
0,1,0,0,0,0,1,0,22,0.42,1
0,1,0,0,0,0,1,0,1,1.0,2
0,0,0,1,0,1,0,0,2,0.12,1
1,0,0,0,0,0,1,0,0,0.0,18
0,1,0,0,0,1,0,0,1,0.02,1
0,1,0,0,0,0,1,0,7,0.15,3
1,0,0,0,0,1,0,0,0,0.0,1
0,1,0,0,0,1,0,0,1,0.08,1
1,0,0,0,0,0,1,0,1,0.13,1
1,0,0,0,0,1,0,0,9,0.16,2
1,0,0,0,0,1,0,0,14,3.96,1
1,0,0,0,0,0,1,0,1,0.55,1
1,0,0,0,0,1,0,0,4,0.31,3
1,0,0,0,0,0,1,0,2,0.05,1
0,0,0,1,0,1,0,0,14,0.42,2
0,1,0,0,0,0,1,0,12,0.35,1
0,1,0,0,0,0,1,0,182,2.15,1
1,0,0,0,0,0,1,0,5,1.9,327
0,0,0,1,0,1,0,0,33,2.1,2
1,0,0,0,0,0,1,0,4,0.13,96
1,0,0,0,0,0,1,0,0,0.0,2
0,0,0,1,0,1,0,0,0,0.0,1
1,0,0,0,0,1,0,0,124,1.92,1
1,0,0,0,0,1,0,0,10,0.62,3
0,1,0,0,0,1,0,0,4,0.61,1
0,1,0,0,0,1,0,0,7,0.19,1
0,1,0,0,0,0,1,0,54,2.15,2
0,1,0,0,0,0,1,0,190,2.04,1
1,0,0,0,0,0,1,0,4,0.08,2
1,0,0,0,0,0,1,0,0,0.0,232
1,0,0,0,0,0,1,0,1,0.02,1
0,1,0,0,0,0,1,0,10,0.4,1
0,1,0,0,0,0,1,0,28,1.46,5
0,1,0,0,0,0,1,0,7,0.38,1
1,0,0,0,0,0,1,0,1,0.07,7
1,0,0,0,0,0,1,0,134,1.24,1
0,1,0,0,0,0,1,0,2,0.03,1
0,1,0,0,0,0,1,0,24,0.53,1
0,1,0,0,0,1,0,0,42,3.37,1
0,0,0,1,0,1,0,0,9,0.91,1
0,1,0,0,0,0,1,0,7,0.59,1
0,1,0,0,0,0,1,0,19,1.67,1
0,0,0,1,0,0,1,0,0,0.0,1
1,0,0,0,0,0,1,0,2,0.1,2
1,0,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,1,0,0,0,0.0,1
0,0,1,0,0,1,0,0,3,0.36,6
0,1,0,0,0,0,0,1,4,0.18,1
0,1,0,0,0,1,0,0,118,4.66,2
0,1,0,0,0,0,1,0,15,0.49,2
0,1,0,0,0,1,0,0,35,0.55,2
0,1,0,0,0,0,1,0,171,2.75,2
1,0,0,0,0,0,1,0,3,2.25,1
0,1,0,0,0,0,1,0,238,4.57,1
0,0,1,0,0,1,0,0,0,0.0,4
0,1,0,0,0,1,0,0,106,5.58,2
0,1,0,0,0,0,1,0,39,2.41,1
1,0,0,0,0,0,1,0,6,0.48,1
0,1,0,0,0,0,1,0,1,0.02,1
0,1,0,0,0,1,0,0,1,0.02,1
0,1,0,0,0,1,0,0,40,3.79,2
1,0,0,0,0,1,0,0,1,1.0,5
1,0,0,0,0,0,1,0,21,0.2,1
0,1,0,0,0,0,1,0,1,0.13,1
1,0,0,0,0,0,0,1,61,0.71,2
1,0,0,0,0,0,1,0,0,0.0,11
0,1,0,0,0,0,1,0,109,8.93,3
0,1,0,0,0,1,0,0,27,3.65,3
1,0,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,1,0,0,0,0.0,2
0,1,0,0,0,0,1,0,2,0.04,1
0,1,0,0,0,1,0,0,8,0.76,8
1,0,0,0,0,0,1,0,2,0.04,1
0,1,0,0,0,0,1,0,4,0.48,5
0,1,0,0,0,0,1,0,174,3.58,1
0,1,0,0,0,0,1,0,11,0.59,1
1,0,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,1,0,0,0,0.0,1
1,0,0,0,0,1,0,0,0,0.0,1
0,1,0,0,0,1,0,0,1,0.05,1
0,0,0,1,0,0,1,0,204,4.05,3
1,0,0,0,0,1,0,0,49,1.86,3
0,1,0,0,0,0,1,0,88,2.85,1
0,1,0,0,0,0,1,0,12,0.2,1
1,0,0,0,0,1,0,0,54,1.61,2
1,0,0,0,0,0,1,0,0,0.0,3
0,0,0,1,0,1,0,0,4,0.29,9
0,1,0,0,0,0,1,0,2,0.08,1
1,0,0,0,0,0,1,0,200,4.31,1
0,1,0,0,0,0,1,0,2,0.09,1
1,0,0,0,0,1,0,0,1,0.02,1
0,1,0,0,0,1,0,0,0,0.0,1
0,0,0,1,0,1,0,0,48,0.78,4
0,1,0,0,0,0,1,0,1,0.09,1
0,1,0,0,0,0,0,1,11,1.49,17
0,1,0,0,0,1,0,0,5,0.13,1
1,0,0,0,0,0,1,0,6,3.46,1
0,1,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,0,1,0,0,0.0,12
0,1,0,0,0,1,0,0,14,1.12,1
0,1,0,0,0,0,1,0,16,0.45,1
0,0,1,0,0,0,1,0,8,0.22,2
0,1,0,0,0,0,1,0,8,1.1,1
1,0,0,0,0,0,1,0,4,0.22,2
1,0,0,0,0,0,1,0,1,0.02,1
0,1,0,0,0,1,0,0,0,0.0,1
0,0,0,1,0,1,0,0,0,0.0,3
0,0,0,1,0,0,1,0,0,0.0,10
1,0,0,0,0,0,0,1,0,0.0,1
1,0,0,0,0,0,1,0,1,0.13,1
0,0,1,0,0,0,1,0,25,2.18,1
0,0,0,1,0,1,0,0,2,1.54,1
1,0,0,0,0,0,1,0,16,0.52,12
0,0,0,1,0,0,1,0,10,0.46,1
1,0,0,0,0,0,1,0,6,0.11,52
0,0,0,1,0,1,0,0,54,1.39,1
0,1,0,0,0,1,0,0,67,1.31,4
0,0,0,1,0,1,0,0,10,2.13,1
0,1,0,0,0,0,1,0,72,3.63,3
1,0,0,0,0,1,0,0,1,0.02,1
1,0,0,0,0,0,1,0,0,0.0,3
1,0,0,0,0,1,0,0,1,0.7,1
0,0,0,1,0,1,0,0,1,0.05,1
1,0,0,0,0,0,1,0,0,0.0,232
0,1,0,0,0,0,1,0,37,0.91,1
0,0,0,1,0,0,1,0,0,0.0,1
1,0,0,0,0,0,1,0,60,0.91,1
1,0,0,0,0,1,0,0,1,0.03,1
1,0,0,0,0,0,1,0,1,1.0,1
0,1,0,0,0,0,1,0,87,1.23,1
1,0,0,0,0,0,1,0,0,0.0,232
1,0,0,0,0,0,1,0,3,0.33,1
0,1,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,1,0,0,2,0.06,1
0,0,1,0,0,1,0,0,55,3.68,4
0,0,1,0,0,0,1,0,98,4.57,2
0,0,0,1,0,1,0,0,3,0.13,3
0,0,0,1,0,1,0,0,1,0.43,103
0,1,0,0,0,0,1,0,15,0.27,1
1,0,0,0,0,1,0,0,0,0.0,1
0,1,0,0,0,1,0,0,68,3.67,4
1,0,0,0,0,0,0,1,16,0.27,1
0,1,0,0,0,1,0,0,0,0.0,2
0,1,0,0,0,0,1,0,38,4.38,5
1,0,0,0,0,0,1,0,2,2.0,1
0,1,0,0,0,1,0,0,1,1.0,2
0,1,0,0,0,0,1,0,3,0.09,1
1,0,0,0,0,0,1,0,16,2.44,1
0,1,0,0,0,1,0,0,57,1.27,1
1,0,0,0,0,0,1,0,7,0.06,4
1,0,0,0,0,0,1,0,99,2.08,1
1,0,0,0,0,0,1,0,8,0.09,1
1,0,0,0,0,0,1,0,38,2.52,1
1,0,0,0,0,0,1,0,2,0.08,1
0,0,0,1,0,1,0,0,0,0.0,3
1,0,0,0,0,1,0,0,1,0.06,1
0,1,0,0,0,0,1,0,1,0.08,2
0,1,0,0,0,0,1,0,30,4.95,1
1,0,0,0,0,0,1,0,1,0.08,7
0,0,0,0,1,0,1,0,61,2.6,1
1,0,0,0,0,1,0,0,3,0.09,1
1,0,0,0,0,1,0,0,0,0.0,26
0,1,0,0,0,0,1,0,26,2.21,4
1,0,0,0,0,1,0,0,16,4.8,1
1,0,0,0,0,1,0,0,18,0.56,1
0,1,0,0,0,0,1,0,200,3.37,2
0,0,0,1,0,1,0,0,9,0.69,4
0,1,0,0,0,1,0,0,114,1.96,2
1,0,0,0,0,1,0,0,30,0.43,2
0,1,0,0,0,0,1,0,8,2.38,5
0,1,0,0,0,0,1,0,4,0.04,1
1,0,0,0,0,0,1,0,8,4.9,1
1,0,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,0,1,0,7,0.12,2
0,1,0,0,0,1,0,0,0,0.0,1
0,1,0,0,0,1,0,0,5,0.11,5
1,0,0,0,0,1,0,0,3,0.67,1
1,0,0,0,0,0,1,0,21,0.54,1
0,0,0,1,0,1,0,0,60,2.66,1
0,1,0,0,0,0,1,0,0,0.0,1
0,0,0,1,0,1,0,0,142,6.44,1
0,1,0,0,0,0,1,0,16,0.77,1
0,1,0,0,0,0,1,0,73,1.34,1
0,1,0,0,0,1,0,0,32,2.86,3
1,0,0,0,0,0,1,0,0,0.0,13
1,0,0,0,0,0,1,0,2,0.09,1
1,0,0,0,0,1,0,0,37,0.53,1
1,0,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,1,0,0,2,0.32,47
1,0,0,0,0,0,1,0,2,0.07,1
1,0,0,0,0,1,0,0,15,0.21,1
0,1,0,0,0,0,1,0,1,0.32,1
0,0,0,1,0,1,0,0,3,1.11,2
1,0,0,0,0,0,1,0,0,0.0,1
0,0,0,1,0,1,0,0,19,0.26,5
0,1,0,0,0,1,0,0,10,0.36,3
0,1,0,0,0,1,0,0,0,0.0,1
1,0,0,0,0,1,0,0,8,0.7,1
0,1,0,0,0,0,1,0,3,0.14,1
0,0,0,1,0,1,0,0,0,0.0,1
0,1,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,1,0,0,21,0.36,7
1,0,0,0,0,0,1,0,0,0.0,121
0,1,0,0,0,1,0,0,0,0.0,1
0,0,0,1,0,1,0,0,3,0.48,3
0,1,0,0,0,1,0,0,11,1.38,1
0,1,0,0,0,1,0,0,180,3.37,1
1,0,0,0,0,0,1,0,18,0.29,1
0,1,0,0,0,1,0,0,0,0.0,1
1,0,0,0,0,1,0,0,2,0.32,1
1,0,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,1,0,0,52,0.55,1
1,0,0,0,0,0,1,0,16,0.25,2
0,1,0,0,0,0,0,1,0,0.0,6
0,1,0,0,0,0,1,0,1,0.07,2
1,0,0,0,0,0,1,0,188,4.42,1
1,0,0,0,0,0,1,0,26,0.58,1
0,1,0,0,0,1,0,0,3,0.48,1
0,0,0,1,0,0,1,0,145,3.55,1
0,1,0,0,0,1,0,0,22,0.64,3
0,1,0,0,0,0,1,0,5,0.37,2
1,0,0,0,0,0,1,0,2,2.0,1
0,1,0,0,0,1,0,0,0,0.0,1
0,1,0,0,0,1,0,0,44,4.06,1
1,0,0,0,0,0,1,0,0,0.0,327
0,1,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,0,1,0,28,1.0,1
0,0,0,1,0,0,1,0,58,3.6,1
0,1,0,0,0,0,1,0,8,0.13,1
0,1,0,0,0,0,1,0,151,3.16,1
0,1,0,0,0,1,0,0,0,0.0,1
0,0,0,1,0,1,0,0,42,3.59,2
0,1,0,0,0,1,0,0,0,0.0,1
1,0,0,0,0,1,0,0,1,0.46,1
0,0,0,1,0,1,0,0,0,0.0,37
1,0,0,0,0,0,1,0,0,0.0,33
0,0,0,1,0,0,1,0,42,3.09,1
0,0,0,1,0,1,0,0,9,0.16,2
1,0,0,0,0,1,0,0,0,0.0,1
1,0,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,1,0,0,103,5.94,1
1,0,0,0,0,0,1,0,2,0.06,1
0,1,0,0,0,0,1,0,11,0.18,1
1,0,0,0,0,1,0,0,0,0.0,2
0,1,0,0,0,0,1,0,77,1.67,1
1,0,0,0,0,0,1,0,19,0.32,1
0,1,0,0,0,0,1,0,128,3.77,1
1,0,0,0,0,0,1,0,1,0.02,1
0,1,0,0,0,1,0,0,6,0.17,1
1,0,0,0,0,1,0,0,1,0.04,1
1,0,0,0,0,0,1,0,36,0.47,1
1,0,0,0,0,1,0,0,2,0.19,1
1,0,0,0,0,0,1,0,4,0.21,1
0,1,0,0,0,0,1,0,12,2.02,1
1,0,0,0,0,0,1,0,2,0.1,1
0,1,0,0,0,1,0,0,1,0.03,1
0,1,0,0,0,1,0,0,19,1.37,3
0,0,0,1,0,0,1,0,2,1.46,1
1,0,0,0,0,0,1,0,0,0.0,96
0,1,0,0,0,0,1,0,6,0.12,1
1,0,0,0,0,1,0,0,0,0.0,1
0,1,0,0,0,0,1,0,1,0.09,1
1,0,0,0,0,0,1,0,0,0.0,121
0,1,0,0,0,0,1,0,13,0.91,1
1,0,0,0,0,0,1,0,7,0.52,1
0,0,1,0,0,0,1,0,2,0.38,1
0,0,1,0,0,0,1,0,38,0.5,13
1,0,0,0,0,1,0,0,1,0.94,9
0,1,0,0,0,0,1,0,3,0.69,1
1,0,0,0,0,0,1,0,0,0.0,4
1,0,0,0,0,0,1,0,8,2.89,1
0,1,0,0,0,0,1,0,9,0.16,52
1,0,0,0,0,1,0,0,13,1.25,3
0,0,0,1,0,0,1,0,3,0.33,1
1,0,0,0,0,1,0,0,185,3.71,1
0,1,0,0,0,1,0,0,2,0.42,1
1,0,0,0,0,0,1,0,7,0.14,1
1,0,0,0,0,1,0,0,86,1.36,1
0,1,0,0,0,1,0,0,0,0.0,5
1,0,0,0,0,1,0,0,6,0.58,47
1,0,0,0,0,1,0,0,57,0.7,3
1,0,0,0,0,0,1,0,6,0.76,3
0,1,0,0,0,0,1,0,45,1.65,2
0,1,0,0,0,0,1,0,34,0.79,2
0,1,0,0,0,1,0,0,3,0.13,1
1,0,0,0,0,1,0,0,0,0.0,1
1,0,0,0,0,0,1,0,10,0.28,1
0,0,0,1,0,1,0,0,0,0.0,1
0,1,0,0,0,0,1,0,27,3.07,1
